# ra dec
ra	dec	dist	vmag	absmag
102.597285	-31.706057	199.2032	5.74	-0.756
103.827795	25.375697	17.2414	5.74	4.557
106.95621	7.471214	182.4818	5.74	-0.566
110.32296	45.2282	35.4862	5.74	2.99
119.07771	-60.526436	401.6064	5.74	-2.279
126.39807	2.102209	273.9726	5.74	-1.449
131.21637	-37.147249	485.4369	5.74	-2.691
136.00167	54.283887	119.6172	5.74	0.351
140.599965	-46.047445	162.8664	5.74	-0.319
143.085045	-19.400303	115.6069	5.74	0.425
154.508745	65.108351	79.5545	5.74	1.237
160.451205	68.443499	157.4803	5.74	-0.246
160.96335	-64.249042	359.7122	5.74	-2.04
168.378285	-59.619318	675.6757	5.74	-3.409
172.424355	15.413269	134.2282	5.74	0.101
188.15001	-13.859105	38.1679	5.74	2.832
201.738075	78.643869	87.6424	5.74	1.026
204.99933	-49.949956	157.4803	5.74	-0.246
208.70469	-67.6521	289.0173	5.74	-1.565
218.12889	55.39801	190.1141	5.74	-0.655
218.66514	49.368354	262.4672	5.74	-1.355
219.1839	-40.21158	147.4926	5.74	-0.104
219.552555	43.64213	276.2431	5.74	-1.466
221.62086	-47.441116	93.7207	5.74	0.881
229.152885	-60.903996	515.4639	5.74	-2.821
232.73271	64.208693	94.6074	5.74	0.86
237.778365	-55.055533	662.2517	5.74	-3.365
239.742315	-65.037585	272.4796	5.74	-1.437
242.908485	23.494801	209.205	5.74	-0.863
250.42701	1.181231	55.5864	5.74	2.015
251.588445	-58.503595	302.1148	5.74	-1.661
255.039615	-24.98907	33.7041	5.74	3.102
259.904415	80.136399	294.1176	5.74	-1.603
264.539595	-10.926268	117.7856	5.74	0.385
269.732025	-36.858376	121.8027	5.74	0.312
270.03789	80.004095	63.5324	5.74	1.725
271.563315	-4.751252	36.7647	5.74	2.913
277.48629	-57.523143	97.561	5.74	0.794
278.412585	-14.853614	69.5894	5.74	1.527
279.38961	62.526591	119.0476	5.74	0.361
299.67174	-69.163957	70.1262	5.74	1.511
324.740085	57.489037	606.0606	5.74	-3.173
328.72149	56.611227	100000	5.74	-14.26
331.86912	19.475526	61.9579	5.74	1.78
356.169645	-78.791442	148.5884	5.74	-0.12
356.81631	-11.911126	93.5454	5.74	0.885
23.428485	-7.025341	29.5159	5.75	3.4
25.436805	-11.324669	39.4477	5.75	2.77
34.4994	57.89982	125.9446	5.75	0.249
45.291765	-7.663012	99.3049	5.75	0.765
62.745915	33.586792	301.2048	5.75	-1.644
74.029485	52.869761	129.7017	5.75	0.185
78.62019	-35.976996	152.439	5.75	-0.165
83.280735	-35.139376	78.9266	5.75	1.264
92.43327	23.113466	100000	5.75	-14.25
97.14204	30.493034	100000	5.75	-14.25
100.120185	77.995782	214.1328	5.75	-0.903
102.07944	-1.318922	39.984	5.75	2.741
102.318375	-2.272038	176.0563	5.75	-0.478
103.20612	8.380373	62.3053	5.75	1.777
106.844115	-23.840722	100000	5.75	-14.25
107.846115	26.856587	119.1895	5.75	0.369
108.9882	27.897419	235.8491	5.75	-1.113
112.34211	-10.326664	396.8254	5.75	-2.243
126.99759	-35.113761	284.9003	5.75	-1.523
133.801785	-18.241189	136.7989	5.75	0.07
142.69206	-31.889222	124.3781	5.75	0.276
149.900925	29.645233	105.1525	5.75	0.641
168.414165	-53.231813	130.039	5.75	0.18
182.224215	-44.325989	104.1667	5.75	0.661
193.34124	-60.328489	100000	5.75	-14.25
193.73553	47.196722	213.2196	5.75	-0.894
201.27783	23.854419	87.4891	5.75	1.04
227.050545	-40.58393	110.742	5.75	0.528
227.577645	-26.332621	130.3781	5.75	0.174
228.57987	-70.079476	359.7122	5.75	-2.03
241.90173	-12.74541	112.3596	5.75	0.497
246.105555	55.205096	119.9041	5.75	0.356
261.1314	16.301006	125	5.75	0.265
265.996545	53.801715	163.3987	5.75	-0.316
297.175245	11.815896	157.7287	5.75	-0.24
300.09627	-66.94936	73.2601	5.75	1.426
310.34853	-31.598289	138.8889	5.75	0.037
310.646325	82.531158	108.1081	5.75	0.581
317.136255	-63.92826	156.9859	5.75	-0.229
317.56485	53.5631	135.8696	5.75	0.084
319.86978	49.510294	167.2241	5.75	-0.366
322.034325	32.22533	44.7227	5.75	2.497
331.297215	26.673689	119.3317	5.75	0.366
334.277085	-5.387164	94.7867	5.75	0.866
334.552575	62.804388	282.4859	5.75	-1.505
351.055215	-51.891174	180.5054	5.75	-0.532
351.78075	42.91201	91.9963	5.75	0.931
24.947535	-56.1964	7.8223	5.76	6.293
28.96266	23.577322	170.9402	5.76	-0.404
40.761765	55.106019	132.2751	5.76	0.153
43.95207	18.33164	107.7586	5.76	0.598
52.47984	-42.634256	65.445	5.76	1.681
53.149785	9.373438	107.4114	5.76	0.605
56.47698	24.554511	114.0251	5.76	0.475
58.411215	48.650495	120.7729	5.76	0.35
65.17185	6.130798	110.6195	5.76	0.541
68.156475	-3.209541	145.7726	5.76	-0.058
72.135555	-16.329484	41.7188	5.76	2.658
83.814465	-33.079724	92.4214	5.76	0.931
93.00558	19.790543	255.102	5.76	-1.274
94.920645	-34.396591	125	5.76	0.275
96.431895	-48.176898	180.1802	5.76	-0.519
97.155915	-17.466009	139.8601	5.76	0.032
99.595875	28.984354	106.2699	5.76	0.628
114.949485	-38.260652	352.1127	5.76	-1.973
118.199415	-5.428257	39.7141	5.76	2.765
128.68287	36.419619	108.8139	5.76	0.577
137.29797	-12.357706	138.8889	5.76	0.047
157.98933	-45.06671	166.9449	5.76	-0.353
173.59146	3.060165	27.2257	5.76	3.585
188.67672	-44.673018	28.3206	5.76	3.499
192.32274	27.552379	92.9368	5.76	0.919
198.137175	11.556096	257.0694	5.76	-1.29
200.240505	-46.880008	126.7427	5.76	0.245
201.13845	-5.16401	29.967	5.76	3.377
209.662185	21.696219	144.7178	5.76	-0.043
221.98983	-26.646155	137.1742	5.76	0.074
222.327795	46.116205	48.9956	5.76	2.309
227.37465	-67.084133	100000	5.76	-14.24
234.567495	46.797751	35.7015	5.76	2.997
239.02473	-60.482477	66.0066	5.76	1.662
245.105175	-55.139706	102.3541	5.76	0.709
247.80597	22.195458	257.732	5.76	-1.296
255.57789	25.50562	95.9693	5.76	0.849
259.699305	-44.129746	111.4827	5.76	0.524
260.77965	-56.525547	121.2121	5.76	0.342
261.078315	-60.673799	272.4796	5.76	-1.417
264.37956	24.309991	76.6871	5.76	1.336
269.174325	-28.065394	51.3084	5.76	2.209
275.345775	-18.859999	378.7879	5.76	-2.132
277.768545	16.928556	133.5113	5.76	0.132
279.39984	-0.309472	160.5136	5.76	-0.268
280.905525	-64.551425	108.9325	5.76	0.574
291.600555	13.023801	55.991	5.76	2.019
293.2242	-53.185618	115.7407	5.76	0.443
298.157145	-54.971026	172.4138	5.76	-0.423
298.534485	-8.574211	193.7984	5.76	-0.677
304.60314	55.397095	90.4977	5.76	0.977
308.32341	-80.964862	160	5.76	-0.261
315.08964	-51.265312	28.0112	5.76	3.523
321.103395	-41.006695	119.7605	5.76	0.368
333.093525	63.291035	290.6977	5.76	-1.557
336.112755	-13.529369	140.4494	5.76	0.022
336.65577	4.393766	38.1534	5.76	2.852
337.90752	-85.967253	99.4036	5.76	0.773
344.799225	11.728844	94.3396	5.76	0.887
358.21053	-8.996756	189.0359	5.76	-0.623
3.72714	-9.569571	103.8422	5.77	0.688
6.350865	1.939692	144.0922	5.77	-0.023
17.139405	58.263449	184.8429	5.77	-0.564
66.15606	33.959686	40.6174	5.77	2.726
72.151605	-5.674045	26.4201	5.77	3.66
82.00671	17.23913	187.9699	5.77	-0.6
82.47822	1.78926	438.5965	5.77	-2.44
102.5907	-17.084555	363.6364	5.77	-2.033
108.279975	-11.251341	202.4291	5.77	-0.761
111.13938	27.637857	57.4053	5.77	1.975
115.06125	38.344539	359.7122	5.77	-2.01
119.71065	-60.824462	322.5806	5.77	-1.773
122.999865	-46.644351	751.8797	5.77	-3.611
123.555255	-35.490019	68.8705	5.77	1.58
141.363795	-61.950476	77.3994	5.77	1.326
143.72262	72.205679	49.0918	5.77	2.315
153.201525	4.61468	127.551	5.77	0.242
160.83717	4.747669	169.4915	5.77	-0.376
168.31119	-44.372216	192.6782	5.77	-0.654
172.410915	-24.464011	136.612	5.77	0.093
183.354345	-38.929188	436.6812	5.77	-2.431
198.88323	40.855199	74.0741	5.77	1.422
207.946755	-46.898666	487.8049	5.77	-2.671
210.000555	-25.010403	55.991	5.77	2.029
226.85811	-49.088612	103.5197	5.77	0.695
233.98773	54.630567	78.3085	5.77	1.301
249.08937	-2.324584	9.7513	5.77	5.825
250.161195	4.219789	90.009	5.77	0.999
260.99007	8.852571	221.7295	5.77	-0.959
268.30911	6.101424	31.1236	5.77	3.305
277.85706	-10.795836	330.033	5.77	-1.823
316.626015	31.184657	518.1347	5.77	-2.802
323.23578	49.977629	151.0574	5.77	-0.126
324.754935	20.265451	39.7456	5.77	2.774
348.744165	-41.105397	76.5697	5.77	1.35
350.221845	38.182326	41.9639	5.77	2.656
357.364485	1.076131	93.1099	5.77	0.925
357.83853	9.313351	259.0674	5.77	-1.297
1.082475	-16.529036	90.6618	5.78	0.993
3.331485	-84.993978	298.5075	5.78	-1.595
9.113925	60.326215	100000	5.78	-14.22
25.832265	60.551332	320.5128	5.78	-1.749
27.17325	32.69021	27.8552	5.78	3.555
28.21713	-16.92925	94.162	5.78	0.911
39.244215	-34.577977	25.7798	5.78	3.724
41.137395	15.311862	182.1494	5.78	-0.522
48.059355	27.256968	154.0832	5.78	-0.159
51.123735	33.535962	133.5113	5.78	0.152
57.97383	34.359119	258.3979	5.78	-1.281
65.241825	-81.57992	52.0562	5.78	2.198
68.007675	53.91083	100000	5.78	-14.22
69.53934	16.033291	49.8256	5.78	2.293
71.022165	-8.503571	100000	5.78	-14.22
80.4315	8.428556	436.6812	5.78	-2.421
81.499275	-19.695399	45.0248	5.78	2.513
86.717235	9.522343	91.3242	5.78	0.977
92.90244	48.710989	102.459	5.78	0.727
93.08385	32.69338	285.7143	5.78	-1.5
96.05775	-60.281325	93.0233	5.78	0.937
98.81595	0.890216	467.2897	5.78	-2.568
102.70764	-0.540882	29.6824	5.78	3.418
105.572895	15.336008	183.1502	5.78	-0.534
106.41261	9.1858	303.9514	5.78	-1.634
108.914295	7.977742	166.3894	5.78	-0.326
112.270485	-31.456216	327.8689	5.78	-1.799
113.644995	-27.012275	99.2063	5.78	0.797
114.68292	-36.49683	305.8104	5.78	-1.647
117.303855	-60.283688	34.5901	5.78	3.085
117.42081	-66.195974	150.8296	5.78	-0.112
120.33651	59.047398	46.1255	5.78	2.46
133.452765	-60.353909	440.5286	5.78	-2.44
137.889105	-46.583911	304.878	5.78	-1.641
153.36672	-51.755788	104.712	5.78	0.68
181.311765	76.905734	97.0874	5.78	0.844
187.47582	-56.52494	156.0062	5.78	-0.186
189.004335	-39.869505	72.7802	5.78	1.47
197.787075	-42.232891	84.8896	5.78	1.136
221.524785	15.131788	247.5248	5.78	-1.188
223.59531	-11.898348	103.3058	5.78	0.709
237.52956	-53.20977	94.518	5.78	0.902
238.884975	-60.177647	51.2558	5.78	2.231
239.33886	-36.185344	242.7184	5.78	-1.146
243.34476	-55.540947	66.7557	5.78	1.658
253.743765	-41.150858	694.4444	5.78	-3.428
262.69584	86.968047	46.8823	5.78	2.425
265.31766	-46.92183	245.7002	5.78	-1.172
267.897795	-60.164056	123.1527	5.78	0.328
279.627975	-23.504893	151.0574	5.78	-0.116
286.659975	24.250793	107.1811	5.78	0.629
308.47851	46.693866	132.2751	5.78	0.173
313.699245	-17.922894	111.8568	5.78	0.537
321.811755	-21.19621	171.8213	5.78	-0.395
327.892695	19.826682	161.5509	5.78	-0.262
332.655975	11.624539	208.7683	5.78	-0.818
336.293595	-70.431622	49.456	5.78	2.309
358.694265	0.109309	195.3125	5.78	-0.674
5.18967	32.911186	191.9386	5.79	-0.626
22.9302	-30.283081	102.3541	5.79	0.739
33.941835	25.782937	42.1053	5.79	2.668
39.020355	6.88687	7.1803	5.79	6.509
40.051755	-9.452875	21.7581	5.79	4.102
48.949875	57.14062	877.193	5.79	-3.925
53.395965	39.899478	56.0538	5.79	2.047
56.503605	67.201605	55.4324	5.79	2.071
68.391795	-62.823677	45.1467	5.79	2.517
73.95897	15.040278	111.4827	5.79	0.554
74.452695	23.948562	139.6648	5.79	0.065
74.539125	25.050405	87.184	5.79	1.088
83.68659	-73.741277	333.3333	5.79	-1.824
87.511185	9.871218	109.8901	5.79	0.585
91.52307	-29.758624	85.2515	5.79	1.136
94.74573	-20.925611	537.6344	5.79	-2.862
100.272675	0.495323	384.6154	5.79	-2.135
111.284655	-13.751978	35.6379	5.79	3.03
111.35529	-25.217767	432.9004	5.79	-2.392
111.96525	-11.556867	485.4369	5.79	-2.641
115.466025	13.480453	238.6635	5.79	-1.099
128.966805	-50.969651	136.7989	5.79	0.11
131.480085	-79.504373	152.9052	5.79	-0.132
133.200075	-38.724086	214.1328	5.79	-0.863
139.88805	-15.834663	138.5042	5.79	0.083
140.43039	56.699219	230.4147	5.79	-1.023
147.800205	-59.425774	236.4066	5.79	-1.078
157.52688	38.925132	231.4815	5.79	-1.033
160.93053	57.199203	113.3787	5.79	0.517
167.472465	-32.367529	120.919	5.79	0.378
168.507645	8.060695	60.5694	5.79	1.879
185.936475	-38.911381	102.7749	5.79	0.731
194.91465	-3.811926	77.9423	5.79	1.331
197.30181	10.022468	94.518	5.79	0.912
205.04484	-64.576553	69.4444	5.79	1.582
234.450165	-23.141698	84.246	5.79	1.162
240.830685	36.631787	200.8032	5.79	-0.724
247.060275	-37.179881	110.3753	5.79	0.576
254.891565	-69.268164	241.5459	5.79	-1.125
271.956255	26.09734	38.5802	5.79	2.858
278.80251	18.20341	198.4127	5.79	-0.698
288.306945	-25.906786	520.8333	5.79	-2.793
292.25412	1.950448	61.1995	5.79	1.856
298.701045	36.995676	369.0037	5.79	-2.045
310.1355	-16.12418	100.4016	5.79	0.781
323.82342	-3.983305	128.2051	5.79	0.25
330.46077	52.882253	306.7485	5.79	-1.644
331.959615	21.702926	186.5672	5.79	-0.564
336.02868	-4.83702	124.3781	5.79	0.316
337.29261	26.763198	384.6154	5.79	-2.135
343.41732	44.749163	56.9152	5.79	2.014
345.99849	-41.478896	95.3289	5.79	0.894
0.542085	27.082256	12.1699	5.8	5.374
1.275585	61.31397	221.7295	5.8	-0.929
11.43975	-47.551985	15.1584	5.8	4.897
13.646775	19.188417	108.1081	5.8	0.631
17.792835	37.724121	242.1308	5.8	-1.12
39.40014	65.745336	283.2861	5.8	-1.461
41.94852	81.448475	133.1558	5.8	0.178
44.52171	20.668733	33.1675	5.8	3.196
58.430175	57.975141	50.5051	5.8	2.283
62.900835	-20.356157	80.9717	5.8	1.258
77.08413	-8.665324	208.7683	5.8	-0.798
82.348695	-3.446394	151.0574	5.8	-0.096
91.36323	-35.513647	83.1255	5.8	1.201
103.761405	-20.404876	154.5595	5.8	-0.145
106.779495	-40.893268	238.0952	5.8	-1.084
108.545205	-3.901779	396.8254	5.8	-2.193
110.716905	55.281392	100000	5.8	-14.2
111.237855	51.887258	317.4603	5.8	-1.708
116.040405	-36.062505	42.9553	5.8	2.635
119.24772	15.790281	142.8571	5.8	0.025
125.08737	20.747721	172.7116	5.8	-0.387
128.50674	-2.151555	90.3342	5.8	1.021
134.683035	-16.132727	21.0349	5.8	4.185
135.190605	-60.963828	401.6064	5.8	-2.219
145.25895	-57.259542	112.8668	5.8	0.537
146.541855	6.708556	602.4096	5.8	-3.099
152.37579	-68.682779	209.205	5.8	-0.803
154.658415	-56.110393	36.062	5.8	3.015
162.575235	-8.897763	95.2381	5.8	0.906
171.245535	11.430292	150.3759	5.8	-0.086
171.697005	-53.159915	187.6173	5.8	-0.566
174.074805	27.781351	71.582	5.8	1.526
184.373265	53.191331	105.7082	5.8	0.679
221.528205	-23.153018	103.7344	5.8	0.72
222.49332	28.615832	98.4252	5.8	0.834
235.47798	18.464037	53.0786	5.8	2.175
244.186605	29.150261	204.499	5.8	-0.753
263.6529	9.5867	103.5197	5.8	0.725
282.363855	-45.8101	109.8901	5.8	0.595
300.20136	-45.112918	81.367	5.8	1.248
301.025985	17.070173	17.7683	5.8	4.552
332.2458	-18.519592	714.2857	5.8	-3.469
334.21902	-9.040067	113.2503	5.8	0.53
339.303705	75.371811	214.1328	5.8	-0.853
343.369605	-11.616514	253.1646	5.8	-1.217
24.945045	-56.19462	8.1466	5.8	6.245
17.58105	25.457763	120.7729	5.81	0.4
34.976085	-55.944796	189.0359	5.81	-0.573
35.70966	41.396297	47.0146	5.81	2.449
39.14613	7.730026	90.7441	5.81	1.021
45.732735	-46.975036	259.7403	5.81	-1.263
52.715385	-66.489714	265.9574	5.81	-1.314
57.14877	-20.902977	181.8182	5.81	-0.488
65.773635	-24.892157	153.6098	5.81	-0.122
79.5552	73.268071	111.2347	5.81	0.579
84.68136	-40.707306	134.7709	5.81	0.162
89.656455	-44.034562	362.3188	5.81	-1.985
101.47383	-52.409691	395.2569	5.81	-2.174
109.132725	-38.318928	187.2659	5.81	-0.552
154.31067	23.10622	22.805	5.81	4.02
164.997465	-43.80711	93.5454	5.81	0.955
199.615515	34.098304	153.6098	5.81	-0.122
200.567865	-52.182956	100000	5.81	-14.19
204.675315	-29.560867	46.2749	5.81	2.483
206.403735	-26.116009	87.0322	5.81	1.112
238.069035	55.826713	102.8807	5.81	0.748
265.491915	72.156911	23.0627	5.81	3.995
274.298445	-17.373886	299.4012	5.81	-1.571
276.49494	29.82893	124.2236	5.81	0.339
290.589765	-0.252345	103.7344	5.81	0.73
301.557345	53.165688	36.5631	5.81	2.995
303.364965	60.640569	177.9359	5.81	-0.441
320.2701	7.354503	200.8032	5.81	-0.704
346.81161	-50.686681	45.7038	5.81	2.51
349.968375	42.078044	147.4926	5.81	-0.034
354.383505	44.428994	247.5248	5.81	-1.158
359.87208	33.723878	28.9268	5.81	3.503
22.80666	70.264604	28.9771	5.82	3.51
44.52387	-23.606012	203.252	5.82	-0.72
52.65393	48.103596	273.9726	5.82	-1.369
54.19704	0.587758	30.6843	5.82	3.385
57.40254	63.296967	71.6332	5.82	1.544
72.867555	-34.906286	82.1693	5.82	1.246
91.76529	-34.312021	312.5	5.82	-1.654
96.767205	-58.002116	172.7116	5.82	-0.367
97.80456	-35.25884	188.6792	5.82	-0.559
98.113275	32.454898	80.5802	5.82	1.289
117.3036	-46.857717	591.716	5.82	-3.041
127.28154	-44.160413	438.5965	5.82	-2.39
170.78394	-56.779355	233.1002	5.82	-1.018
183.74826	-20.84422	82.85	5.82	1.229
186.2634	56.777828	263.1579	5.82	-1.281
199.308	-43.979479	64.8929	5.82	1.759
201.53349	72.391476	359.7122	5.82	-1.96
209.082555	-46.592948	97.561	5.82	0.874
227.14818	25.108635	143.0615	5.82	0.042
232.668345	-16.609464	155.7632	5.82	-0.142
233.507145	-40.066432	352.1127	5.82	-1.913
234.567825	-21.016327	87.3362	5.82	1.114
240.21306	4.427363	75.0751	5.82	1.443
261.175125	-21.441479	92.5069	5.82	0.989
269.076675	0.670355	416.6667	5.82	-2.279
280.00161	-7.790799	178.5714	5.82	-0.439
281.20668	-25.010914	177.305	5.82	-0.424
281.368185	5.500128	188.6792	5.82	-0.559
282.74379	-9.774096	854.7009	5.82	-3.839
285.884385	1.818768	54.8847	5.82	2.123
292.237845	24.768723	157.7287	5.82	-0.17
305.089185	17.792928	167.2241	5.82	-0.296
339.14769	-31.663789	109.6491	5.82	0.62
342.046005	37.416688	103.3058	5.82	0.749
343.529025	40.376907	93.1966	5.82	0.973
353.33148	-77.385327	31.4367	5.82	3.333
10.514295	66.147592	158.4786	5.83	-0.17
16.08126	61.580184	80.7754	5.83	1.294
27.53571	22.275338	179.5332	5.83	-0.441
42.133695	18.28379	141.6431	5.83	0.074
84.286845	26.924473	154.7988	5.83	-0.119
92.884605	24.420253	174.216	5.83	-0.375
93.47598	-3.741374	94.2507	5.83	0.959
93.652935	-4.568457	196.0784	5.83	-0.632
110.605785	-5.982829	229.3578	5.83	-0.973
113.566215	3.371725	176.3668	5.83	-0.402
120.76734	-32.463548	144.7178	5.83	0.027
122.79498	-48.461994	258.3979	5.83	-1.231
139.28217	-14.574069	110.6195	5.83	0.611
139.67649	-51.560651	100000	5.83	-14.17
149.14788	-33.418496	157.4803	5.83	-0.156
172.269315	61.778368	33.3	5.83	3.218
178.99338	56.59856	94.8767	5.83	0.944
192.16416	60.319822	24.0442	5.83	3.925
208.48851	-47.128164	100000	5.83	-14.17
216.80088	-46.134254	67.8426	5.83	1.672
219.5634	54.023339	110.2536	5.83	0.618
225.526785	-28.060611	101.7294	5.83	0.793
246.04512	6.948207	112.3596	5.83	0.577
249.046695	46.613333	306.7485	5.83	-1.604
249.609555	-43.398426	192.3077	5.83	-0.59
261.684345	48.260065	115.2074	5.83	0.523
262.86447	-80.859134	271.0027	5.83	-1.335
271.95651	26.10128	49.6032	5.83	2.352
296.86575	38.407614	144.9275	5.83	0.024
304.529115	40.732082	595.2381	5.83	-3.043
314.106105	50.728598	51.2821	5.83	2.28
315.53751	56.669614	282.4859	5.83	-1.425
318.05709	-40.269362	31.6656	5.83	3.327
319.54614	-4.519478	311.5265	5.83	-1.637
330.829305	11.386552	193.0502	5.83	-0.598
336.67683	78.785853	63.1712	5.83	1.827
347.489325	-42.861292	33.4113	5.83	3.211
2.57862	-5.248588	58.309	5.84	2.011
2.678475	-12.579897	75.0188	5.84	1.464
20.878995	-30.945617	299.4012	5.84	-1.541
29.432265	27.804381	140.2525	5.84	0.105
32.28876	-43.516596	159.7444	5.84	-0.177
38.21928	34.54241	83.2639	5.84	1.238
39.577725	-30.194062	33.9443	5.84	3.186
45.483825	-9.961407	101.1122	5.84	0.816
49.36083	-47.751664	156.9859	5.84	-0.139
62.50128	86.626139	42.2297	5.84	2.712
72.329475	32.588191	83.7521	5.84	1.225
74.712435	-82.470512	113.1222	5.84	0.572
76.98099	21.704821	331.1258	5.84	-1.76
107.92335	-20.883063	143.2665	5.84	0.059
108.674895	24.884984	92.081	5.84	1.019
113.29074	-24.710731	84.5309	5.84	1.205
154.17402	25.370705	108.9325	5.84	0.654
159.78195	37.91	52.3286	5.84	2.246
174.093225	-61.052433	497.5124	5.84	-2.644
190.345845	-46.145581	277.7778	5.84	-1.378
194.073315	54.099489	86.6551	5.84	1.151
198.572295	-78.447454	374.5318	5.84	-2.027
198.680415	-48.957022	72.1501	5.84	1.549
214.368555	15.26338	233.6449	5.84	-1.003
217.81836	-67.717197	76.0456	5.84	1.435
228.47214	-26.193569	305.8104	5.84	-1.587
234.642495	50.423283	115.4734	5.84	0.528
239.4186	-20.98308	141.2429	5.84	0.09
250.439415	-33.145759	86.881	5.84	1.145
253.61226	-42.478891	440.5286	5.84	-2.38
263.28078	-41.173066	465.1163	5.84	-2.498
268.08234	-34.416842	242.7184	5.84	-1.086
271.530825	-8.323956	158.7302	5.84	-0.163
279.80952	-47.909767	109.4092	5.84	0.645
283.696425	48.859401	55.2792	5.84	2.127
290.462055	-18.308388	101.833	5.84	0.801
291.61953	19.891493	187.9699	5.84	-0.53
292.08666	2.93003	294.9853	5.84	-1.509
303.10779	-12.617497	27.7008	5.84	3.628
322.249065	22.179436	204.0816	5.84	-0.709
328.87914	65.320809	314.4654	5.84	-1.648
339.71913	19.522263	114.4165	5.84	0.548
341.542455	44.546054	56.9152	5.84	2.064
40.74792	53.526105	141.2429	5.85	0.1
59.718315	-5.469947	46.4468	5.85	2.515
65.17848	-7.592493	242.1308	5.85	-1.07
69.565965	20.684722	101.1122	5.85	0.826
104.13357	46.273998	386.1004	5.85	-2.084
108.109905	24.128594	109.7695	5.85	0.648
135.686745	7.298267	194.1748	5.85	-0.591
138.534225	-44.145822	161.2903	5.85	-0.188
138.738195	-37.602396	196.8504	5.85	-0.621
149.108235	8.933157	177.6199	5.85	-0.397
162.351855	-59.323793	225.7336	5.85	-0.918
162.431205	-9.852695	104.4932	5.85	0.755
177.923385	-30.834809	31.1721	5.85	3.381
183.35808	10.262341	50.1756	5.85	2.348
205.374375	64.822411	68.2128	5.85	1.681
223.65798	-33.300575	320.5128	5.85	-1.679
227.163345	-42.867921	118.7648	5.85	0.477
234.38343	54.508733	109.1703	5.85	0.659
236.908005	55.376627	73.8007	5.85	1.51
279.72252	-21.051871	13.0839	5.85	5.266
288.02124	49.855755	24.4499	5.85	3.909
290.985405	43.388171	135.1351	5.85	0.196
339.24519	-40.591034	65.8328	5.85	1.758
345.178755	3.011805	136.612	5.85	0.173
348.360435	11.065001	105.9322	5.85	0.725
358.12497	-14.251217	86.3558	5.85	1.169
4.287675	47.947405	343.6426	5.86	-1.821
12.037305	72.674482	61.237	5.86	1.925
27.04557	16.955551	84.3882	5.86	1.229
33.2541	-21.000137	106.383	5.86	0.726
42.92391	46.841939	119.9041	5.86	0.466
54.621885	-7.391863	112.3596	5.86	0.607
65.362665	-0.09817	143.0615	5.86	0.082
70.839975	49.973789	209.6436	5.86	-0.747
75.689145	-4.210121	91.9118	5.86	1.043
81.77217	-40.94351	91.9118	5.86	1.043
82.89999	-45.925317	168.0672	5.86	-0.267
93.619095	17.906353	162.0746	5.86	-0.189
97.69635	58.162633	55.8036	5.86	2.127
105.6387	16.674447	769.2308	5.86	-3.57
109.517715	-43.986786	181.4882	5.86	-0.434
112.356825	-7.551168	27.2405	5.86	3.684
118.88097	8.86284	39.0168	5.86	2.904
123.599475	-45.834522	362.3188	5.86	-1.935
132.509295	-29.462997	230.4147	5.86	-0.953
139.365075	-74.734591	81.9672	5.86	1.292
142.59369	-15.577352	73.0994	5.86	1.54
142.8876	-35.71475	85.5432	5.86	1.199
149.595285	72.879509	110.4972	5.86	0.643
152.80326	37.4019	195.6947	5.86	-0.598
165.04872	-14.083368	142.6534	5.86	0.089
188.78403	21.881384	195.6947	5.86	-0.598
189.76443	-30.422387	191.5709	5.86	-0.552
214.659405	-18.715968	102.0408	5.86	0.816
218.374875	-52.679522	100.3009	5.86	0.853
218.38506	-54.998628	76.4526	5.86	1.443
222.565845	23.911844	18.1719	5.86	4.563
236.007585	2.515173	14.6585	5.86	5.03
237.4896	-48.912408	59.5948	5.86	1.984
242.18217	-23.685416	136.0544	5.86	0.191
242.82384	-41.119803	64.7249	5.86	1.805
251.83227	42.238918	231.4815	5.86	-0.963
253.3551	-20.415555	26.9397	5.86	3.708
260.730105	-58.010327	335.5705	5.86	-1.769
269.903175	-4.821126	171.8213	5.86	-0.315
272.77314	-41.359113	82.713	5.86	1.272
272.81571	-75.89151	75.3012	5.86	1.476
273.14223	-73.672417	42.1408	5.86	2.736
287.490225	-41.892256	444.4444	5.86	-2.379
295.93788	41.773108	174.8252	5.86	-0.353
304.50582	-21.80996	96.9932	5.86	0.926
306.361785	-28.663269	153.8462	5.86	-0.075
312.323385	-25.78124	295.858	5.86	-1.495
343.259445	16.841194	89.5255	5.86	1.1
353.745975	71.642043	645.1613	5.86	-3.188
357.42066	36.425281	129.7017	5.86	0.295
0.650355	66.098966	100000	5.87	-14.13
19.04958	71.743842	847.4576	5.87	-3.771
19.95123	-0.509029	100.7049	5.87	0.855
30.74403	-15.305932	109.8901	5.87	0.665
66.869865	11.2123	180.1802	5.87	-0.409
84.50466	7.54142	239.2344	5.87	-1.024
87.47292	-22.971872	170.3578	5.87	-0.287
88.87572	-4.616546	96.9932	5.87	0.936
96.664935	-1.507336	72.4638	5.87	1.569
99.40998	56.857531	101.7294	5.87	0.833
102.45765	16.202888	263.1579	5.87	-1.231
109.50924	40.883392	85.2515	5.87	1.216
110.26806	-25.891643	196.0784	5.87	-0.592
112.498875	-52.651157	110.3753	5.87	0.656
116.54394	-37.93367	181.1594	5.87	-0.42
120.208125	-54.151275	235.2941	5.87	-0.988
