# ra dec
ra	dec	dist	vmag	absmag
101.287215	-16.716116	2.6371	-1.44	1.454
95.987925	-52.69566	94.7867	-0.62	-5.504
213.91545	19.18241	11.2575	-0.05	-0.307
219.911475	-60.833976	1.3248	-0.01	4.379
279.2346	38.783692	7.6787	0.03	0.604
79.17225	45.997991	13.1234	0.08	-0.51
78.63447	-8.20164	264.5503	0.18	-6.933
114.825495	5.224993	3.5142	0.4	2.671
24.42834	-57.236757	42.7533	0.45	-2.705
88.792935	7.407063	152.6718	0.45	-5.469
210.955935	-60.373039	120.1923	0.61	-4.789
297.69582	8.868322	5.1295	0.76	2.21
186.649665	-63.099092	98.7167	0.77	-4.202
68.980155	16.509301	20.4332	0.87	-0.682
79.16889	46.000842	12.9383	0.96	0.401
201.298245	-11.161322	76.5697	0.98	-3.44
247.35192	-26.432002	169.7793	1.06	-5.089
116.329155	28.026199	10.3584	1.16	1.084
344.41257	-29.622236	7.7036	1.17	1.737
191.930385	-59.688764	85.3971	1.25	-3.407
310.35798	45.280338	432.9004	1.25	-6.932
219.90519	-60.8383	1.3248	1.35	5.739
152.09298	11.967207	24.3132	1.36	-0.569
104.656455	-28.972084	124.2236	1.5	-3.971
113.64951	31.888276	15.5958	1.58	0.615
187.791435	-57.113212	27.1518	1.59	-0.579
263.402175	-37.103821	175.1313	1.62	-4.597
81.282765	6.349702	77.3994	1.64	-2.804
81.57297	28.60745	41.0509	1.65	-1.417
138.300615	-69.717208	34.6981	1.67	-1.032
84.053385	-1.20192	606.0606	1.69	-7.223
332.058135	-46.960975	30.9693	1.73	-0.725
85.189695	-1.942572	225.7336	1.74	-5.028
122.38314	-47.336588	342.4658	1.75	-5.923
193.50708	55.959821	25.31	1.76	-0.256
51.08067	49.86118	155.2795	1.79	-4.166
276.04302	-34.384616	43.9367	1.79	-1.424
165.932325	61.751033	37.679	1.81	-1.07
107.097855	-26.3932	492.6108	1.83	-6.633
206.88531	49.313265	31.8674	1.85	-0.667
125.62854	-59.509483	185.5288	1.86	-4.482
264.3297	-42.997824	92.081	1.86	-2.961
89.882235	44.947433	24.8694	1.9	-0.078
252.166155	-69.027715	119.7605	1.91	-3.482
99.42792	16.399252	33.5121	1.93	-0.696
131.175885	-54.708821	24.6975	1.93	-0.033
306.411885	-56.73509	54.8246	1.94	-1.755
37.94625	89.264109	132.626	1.97	-3.643
95.674935	-17.955918	151.0574	1.98	-3.916
141.89685	-8.658603	55.2792	1.99	-1.723
31.793325	23.462423	20.1776	2.01	0.486
154.993095	19.841489	39.8883	2.01	-0.994
10.89735	-17.986605	29.5334	2.04	-0.312
283.81635	-26.296722	69.8324	2.05	-2.17
211.670925	-36.369954	18.0343	2.06	0.78
2.096865	29.090432	29.7442	2.07	-0.297
17.43291	35.620558	60.5327	2.07	-1.84
86.939115	-9.669605	198.4127	2.07	-4.418
222.676575	74.155505	40.1445	2.07	-0.948
340.666725	-46.884577	54.2594	2.07	-1.602
263.733615	12.560035	14.8965	2.08	1.215
47.04222	40.955648	27.571	2.09	-0.112
30.97476	42.329725	120.4819	2.1	-3.305
177.264945	14.57206	10.9999	2.14	1.933
14.177145	60.71674	168.3502	2.15	-3.981
190.379565	-48.959888	39.9042	2.2	-0.805
120.896055	-40.003148	332.2259	2.21	-5.397
139.27257	-59.275229	234.7418	2.21	-4.643
233.67192	26.714693	23.0097	2.22	0.41
136.99902	-43.432589	166.9449	2.23	-3.883
200.981205	54.925362	26.3089	2.23	0.129
305.557095	40.256679	561.7978	2.23	-6.518
10.12674	56.537331	69.979	2.24	-1.985
269.151555	51.488895	47.3037	2.24	-1.134
83.001675	-0.299092	212.3142	2.25	-4.385
2.293305	59.14978	16.7842	2.28	1.155
204.97194	-53.466394	131.0616	2.29	-3.297
240.083355	-22.62171	150.6024	2.29	-3.599
252.5412	-34.293232	19.5351	2.29	0.836
220.482345	-47.3882	142.4501	2.3	-3.468
218.87679	-42.157824	93.7207	2.33	-2.529
165.460155	56.382427	24.4499	2.34	0.399
221.24676	27.074222	62.1118	2.35	-1.616
326.046495	9.875011	211.4165	2.38	-4.246
265.62198	-39.029983	148.1481	2.39	-3.463
6.57084	-42.305981	25.974	2.4	0.327
178.45752	53.69476	25.5037	2.41	0.377
257.59452	-15.72491	27.0929	2.43	0.266
345.943515	28.082789	60.0962	2.44	-1.454
111.02376	-29.303104	609.7561	2.45	-6.476
319.64445	62.585573	15.0376	2.45	1.564
140.52843	-55.010668	175.4386	2.47	-3.751
311.55267	33.970256	22.2916	2.48	0.739
346.19022	15.205264	40.8831	2.49	-0.568
45.56988	4.089734	76.3942	2.54	-1.875
249.28974	-10.56709	112.2334	2.54	-2.711
208.885005	-47.288375	117.096	2.55	-2.793
168.52707	20.523717	17.9147	2.56	1.294
241.3593	-19.805453	123.9157	2.56	-2.906
83.18256	-17.822289	680.2721	2.58	-6.583
182.08965	-50.722425	127.2265	2.58	-2.943
183.951555	-17.541929	47.1032	2.58	-0.785
285.65298	-29.880105	27.0416	2.6	0.44
229.251735	-9.382917	56.7537	2.61	-1.16
236.06697	6.425627	22.6757	2.63	0.852
28.66002	20.808035	17.9856	2.64	1.365
84.912255	-34.074108	80.1282	2.65	-1.869
89.930265	37.212585	50.7614	2.65	-0.878
188.596815	-23.396759	44.6628	2.65	-0.6
21.45324	60.235283	30.4785	2.66	0.24
208.671165	18.397717	11.396	2.68	2.396
224.633055	-43.13396	117.3709	2.68	-2.668
74.24841	33.16609	151.2859	2.69	-3.209
161.69232	-49.420255	35.9195	2.69	-0.087
189.296085	-69.135564	96.7118	2.69	-2.237
262.69098	-37.295811	176.6784	2.7	-3.536
109.285665	-37.09747	247.5248	2.71	-4.258
275.2485	-29.828103	106.6098	2.72	-2.419
296.56491	10.613261	121.0654	2.72	-2.695
243.58641	-3.694323	52.4659	2.73	-0.869
245.9979	61.514213	28.2326	2.73	0.476
160.739235	-64.39445	139.6648	2.74	-2.985
190.415175	-1.449375	11.685	2.74	2.402
83.858265	-5.909901	714.2857	2.75	-6.519
200.14944	-36.712295	18.0213	2.75	1.471
222.719655	-16.041778	23.2396	2.75	0.919
265.868145	4.567303	25.0941	2.76	0.762
76.962435	-5.086446	27.3973	2.78	0.591
247.55502	21.489613	42.6621	2.78	-0.37
258.661905	14.390333	110.2536	2.78	-2.432
183.786405	-58.748928	105.8201	2.79	-2.333
262.608195	52.301387	116.5501	2.79	-2.543
233.785215	-41.166757	129.0323	2.8	-2.753
82.06134	-20.759441	49.1642	2.81	-0.648
250.321695	31.602726	10.7158	2.81	2.66
6.41874	-77.254247	7.4588	2.82	3.457
248.970645	-28.216016	145.3488	2.82	-2.992
276.992685	-25.4217	23.9693	2.82	0.922
3.30897	15.183596	120.048	2.83	-2.567
121.886055	-24.304324	19.4818	2.83	1.382
238.786245	-63.430727	12.3778	2.83	2.367
58.533	31.883635	230.4147	2.84	-3.973
261.324975	-55.529884	198.0198	2.84	-3.644
262.960425	-49.876145	81.9672	2.84	-1.728
56.87115	24.105137	123.6094	2.85	-2.61
195.54417	10.95915	33.6022	2.85	0.218
326.760165	-16.127286	11.8666	2.85	2.478
113.652405	31.89052	15.8053	2.85	1.856
29.691765	-61.569859	22.0119	2.86	1.147
296.24361	45.13081	50.5817	2.86	-0.66
95.740095	22.513586	71.0227	2.87	-1.387
229.727715	-68.679545	56.3698	2.87	-0.885
334.625565	-60.259587	61.237	2.87	-1.065
44.565345	-40.304672	49.4315	2.88	-0.59
287.440965	-21.023615	156.25	2.88	-3.089
111.78768	8.289315	49.5786	2.89	-0.586
194.007105	38.31838	35.1989	2.89	0.157
239.712975	-26.114105	179.5332	2.89	-3.381
59.46345	40.010215	195.6947	2.9	-3.558
245.297145	-25.592796	213.6752	2.9	-3.749
322.88973	-5.571172	164.7446	2.9	-3.184
46.19913	53.50644	74.5712	2.91	-1.453
146.77554	-65.072007	440.5286	2.92	-5.3
340.75056	30.221245	65.703	2.93	-1.158
102.48399	-50.61456	55.8036	2.94	-0.793
187.466085	-16.515432	26.6312	2.94	0.813
331.445985	-0.319851	160.5136	2.95	-3.078
59.507355	-13.508515	62.3441	2.97	-1.004
84.411195	21.142549	136.4256	2.97	-2.704
146.46282	23.774255	75.643	2.97	-1.424
271.452045	-30.424091	29.7	2.98	0.616
199.730385	-23.171512	41.0341	2.99	-0.076
266.89617	-40.126997	591.716	2.99	-5.871
286.352535	13.863478	25.4582	2.99	0.961
32.38587	34.987297	38.8954	3	0.051
167.41593	44.498487	44.3066	3	-0.232
230.182245	71.834016	149.2537	3	-2.87
252.967635	-38.04738	153.6098	3	-2.932
328.48212	-37.364852	64.7249	3	-1.055
55.73124	47.787551	158.2278	3.01	-2.986
95.078295	-30.063367	111.1111	3.02	-2.209
105.756135	-23.833291	847.4576	3.02	-6.621
182.53119	-22.619766	97.4659	3.02	-1.924
75.492225	43.823308	653.5948	3.03	-6.047
191.57019	-68.108119	104.712	3.04	-2.06
218.01954	38.308253	26.6099	3.04	0.915
292.680345	27.959681	133.1558	3.05	-2.572
305.252805	-14.781367	100.2004	3.05	-1.954
100.98303	25.131124	259.0674	3.06	-4.007
155.582325	41.499516	70.6215	3.06	-1.185
288.138375	67.661541	29.8686	3.07	0.694
274.406895	-36.761686	44.7427	3.1	-0.154
133.84845	5.945563	51.2558	3.11	-0.439
162.406185	-16.193648	44.0723	3.11	-0.111
173.945445	-63.019841	128.7001	3.11	-2.438
309.39174	-47.291502	30.1477	3.11	0.714
87.739935	-35.768309	26.7308	3.12	0.985
134.80242	48.041826	14.5096	3.12	2.312
254.65509	-55.990141	149.0313	3.12	-2.746
258.757965	24.839204	23.0362	3.12	1.308
224.790375	-42.104194	117.5088	3.13	-2.22
140.263875	34.392562	62.2665	3.14	-0.831
142.805565	-57.034377	73.2601	3.16	-1.164
258.76182	36.809162	115.4734	3.16	-2.152
99.440295	-43.195934	113.8952	3.17	-2.113
143.215725	51.6773	13.4789	3.17	2.522
257.19672	65.714683	100.7049	3.17	-1.845
281.4141	-26.990778	73.3676	3.17	-1.158
76.6287	41.234474	74.6269	3.18	-1.184
220.62738	-64.975138	16.57	3.18	2.083
72.460035	6.961276	8.0684	3.19	3.656
76.36527	-22.371032	65.4022	3.19	-0.888
254.417085	9.375033	28.0426	3.19	0.951
267.464475	-37.043304	38.5802	3.19	0.258
318.234105	30.226916	43.8789	3.21	-0.001
354.8373	77.632276	14.1024	3.21	2.464
230.343015	-40.647518	271.0027	3.22	-3.945
244.58037	-4.692511	32.6371	3.23	0.661
275.327505	-2.898825	18.5426	3.23	1.889
322.16493	70.560716	210.084	3.23	-3.382
102.04791	-61.941391	29.6033	3.24	0.883
302.826195	-0.821461	87.7963	3.24	-1.477
112.307685	-43.301432	59.3824	3.25	-0.618
211.592895	-26.682361	30.9598	3.25	0.796
226.017585	-25.281965	88.4173	3.25	-1.483
284.735925	32.689557	190.1141	3.25	-3.145
56.809425	-74.238962	65.6168	3.26	-0.825
9.83193	30.861024	32.352	3.27	0.72
260.502405	-24.999545	133.6898	3.27	-2.36
343.662555	-15.82082	49.2368	3.27	-0.191
78.23292	-16.205468	57.0125	3.29	-0.49
153.434415	-70.037903	104.8218	3.29	-1.812
231.23241	58.966065	31.027	3.29	0.831
68.49897	-55.044975	51.7063	3.3	-0.268
158.006145	-61.685332	148.1481	3.3	-2.553
93.719415	22.506799	117.9245	3.31	-2.048
261.348585	-56.377727	341.2969	3.31	-4.356
16.521105	-46.718414	100000	3.32	-16.68
46.29405	38.840274	94.3396	3.32	-1.553
183.85629	57.032617	24.6853	3.32	1.358
258.03828	-43.239189	22.5276	3.32	1.556
269.756625	-9.773632	46.2107	3.32	-0.004
286.73505	-27.670423	37.2856	3.32	0.462
63.60606	-62.473858	49.554	3.33	-0.145
168.560025	15.42957	50.6073	3.33	-0.191
117.323565	-24.859786	367.6471	3.34	-4.487
28.59876	63.670101	126.2626	3.35	-2.156
81.119235	-2.397146	299.4012	3.35	-4.031
101.32236	12.895591	17.9986	3.35	2.074
127.566465	60.718169	54.9149	3.35	-0.348
291.37458	3.114775	15.5255	3.36	2.405
230.670315	-44.689622	156.9859	3.37	-2.609
131.693805	6.418809	39.6354	3.38	0.39
203.6733	-0.59582	22.7118	3.38	1.599
83.784495	9.934158	336.7003	3.39	-4.246
154.2708	-61.332304	201.6129	3.39	-3.133
193.900875	3.39747	60.8273	3.39	-0.53
332.71362	58.201261	256.4103	3.39	-3.655
67.165575	15.870883	46.1042	3.4	0.081
257.591745	-15.726921	25.7931	3.4	1.342
22.091385	-43.318234	71.6332	3.41	-0.866
60.17007	12.490347	148.368	3.41	-2.447
207.37617	-41.687709	133.8688	3.41	-2.223
228.0714	-52.099247	35.9712	3.41	0.63
311.322165	61.838782	14.2653	3.41	2.639
340.365495	10.831364	62.6566	3.41	-0.575
28.27044	29.578829	19.4175	3.42	1.979
240.03054	-38.396706	135.5014	3.42	-2.24
266.614785	27.720676	8.3105	3.42	3.822
311.23971	-66.203212	41.425	3.42	0.334
137.74206	-58.966896	136.9863	3.43	-2.253
154.172565	23.417311	84.0336	3.43	-1.192
286.56225	-4.882554	37.9219	3.43	0.536
154.27428	42.914365	42.1585	3.45	0.326
12.2739	57.815187	5.9531	3.46	4.586
17.14746	-10.182264	37.9939	3.46	0.561
119.194695	-52.98236	139.47	3.46	-2.262
228.87564	33.314833	37.3413	3.46	0.599
40.82517	3.235818	24.4081	3.47	1.532
207.404145	-42.473732	155.0388	3.47	-2.482
151.833135	16.762664	389.1051	3.48	-4.47
250.723995	38.922254	33.3111	3.48	0.867
26.017185	-15.93748	3.6502	3.49	5.678
105.42978	-27.93483	343.6426	3.49	-4.191
169.619745	33.094306	122.399	3.49	-1.949
225.48654	40.390566	69.0608	3.49	-0.706
276.743415	-45.968459	85.1789	3.49	-1.162
342.138585	-51.316864	39.5257	3.49	0.506
102.460245	-32.508478	202.0202	3.5	-3.027
110.030745	21.98232	18.5391	3.5	2.16
342.4203	66.200408	35.3482	3.5	0.758
299.689275	19.492148	79.2393	3.51	-0.985
342.500775	24.601579	32.5309	3.51	0.949
55.81209	-9.763395	9.0408	3.52	3.739
145.287645	9.892308	39.9521	3.52	0.512
149.21562	-54.56779	487.8049	3.52	-4.921
282.519975	33.362667	294.9853	3.52	-3.829
284.432505	-21.106654	111.9821	3.52	-1.726
332.54994	6.197865	28.2965	3.52	1.261
190.412565	-1.449235	11.8301	3.52	3.155
67.154145	19.180431	44.964	3.53	0.266
124.12884	9.185545	93.0233	3.53	-1.313
173.25057	-31.857625	39.7456	3.54	0.544
237.40503	-3.430208	52.0021	3.54	-0.04
264.396675	-15.398557	32.2789	3.54	0.995
64.473555	-33.798348	54.5554	3.55	-0.134
86.738925	-14.82195	21.6076	3.55	1.877
214.85094	-46.058093	103.6269	3.55	-1.527
275.26104	72.732843	8.0574	3.55	4.019
302.177355	-66.182068	6.1084	3.55	4.62
4.856985	-8.823921	84.1751	3.56	-1.066
34.12731	-51.512165	47.1254	3.56	0.194
169.835205	-14.778541	56.9476	3.56	-0.217
253.083945	-38.017536	145.3488	3.56	-2.252
116.111895	24.397993	43.3463	3.57	0.385
135.906405	47.156525	109.8901	3.57	-1.635
217.9575	30.371437	49.0918	3.57	0.115
230.4516	-36.261376	84.317	3.57	-1.06
109.52325	16.540383	30.931	3.58	1.128
304.51356	-12.544852	32.4465	3.58	1.024
24.498075	48.628213	54.3183	3.59	-0.085
79.40163	-6.844409	151.5152	3.59	-2.312
86.115855	-22.448382	8.927	3.59	3.836
177.67383	1.764718	10.929	3.59	3.397
185.340465	-60.401147	70.4722	3.59	-0.65
21.00585	-8.183257	34.8918	3.6	0.886
103.19724	33.961254	57.971	3.6	-0.216
130.07331	-52.921887	151.2859	3.6	-2.299
142.67511	-40.466769	18.8147	3.6	2.228
234.25605	-28.135079	68.5871	3.6	-0.581
262.77477	-60.683848	60.6796	3.6	-0.315
42.495945	27.260507	50.7872	3.61	0.081
51.20331	9.02887	89.2061	3.61	-1.142
152.647005	-12.354083	34.5066	3.61	0.92
195.566385	-71.548855	27.8707	3.61	1.384
266.433315	-64.723871	107.9914	3.61	-1.557
22.870875	15.345823	107.1811	3.62	-1.531
57.290595	24.053415	117.2333	3.62	-1.725
116.313735	-37.968584	347.2222	3.62	-4.083
253.645965	-42.361313	40.568	3.62	0.579
345.480255	42.325979	210.5263	3.62	-2.997
176.402115	-66.728763	38.9864	3.63	0.675
309.38724	14.595087	30.931	3.64	1.188
64.948335	15.627642	49.5295	3.65	0.176
142.881795	63.061861	23.8152	3.65	1.766
236.546895	15.421826	47.5511	3.65	0.264
271.6578	-50.091477	249.3766	3.65	-3.334
337.207965	-0.019972	28.169	3.65	1.401
231.95727	29.105703	34.2818	3.66	0.985
234.66405	-29.777754	112.4859	3.66	-1.595
211.097475	64.37585	92.9368	3.67	-1.171
313.70247	-58.454155	187.6173	3.67	-2.696
72.80151	5.605104	322.5806	3.68	-3.863
130.898085	-33.186385	269.5418	3.68	-3.473
296.846925	18.534286	182.1494	3.68	-2.622
347.361645	-21.17241	82.9876	3.68	-0.915
9.24282	53.896909	181.8182	3.69	-2.608
28.98846	-51.608896	17.8508	3.69	2.432
75.619515	41.075837	240.9639	3.69	-3.22
146.311755	-62.507903	478.4689	3.69	-4.709
176.512725	47.779406	56.3063	3.69	-0.063
325.022715	-16.662308	48.1464	3.69	0.277
49.87917	-21.757864	93.3707	3.7	-1.151
269.44116	29.24788	41.9463	3.7	0.587
349.29141	3.282289	42.3012	3.7	0.568
73.562895	2.440672	411.5226	3.71	-4.362
89.10123	-14.1677	14.8787	3.71	2.847
118.05432	-40.575786	108.1081	3.71	-1.459
237.704025	4.47773	21.5983	3.71	2.038
271.83744	9.563847	26.6312	3.71	1.583
298.828305	6.406763	13.6986	3.71	3.027
53.23272	-9.458262	3.2161	3.72	6.183
56.218905	24.113339	124.0695	3.72	-1.748
89.881665	54.284656	38.6399	3.72	0.785
316.23276	43.927852	258.3979	3.72	-3.341
51.7923	9.73268	64.1026	3.73	-0.304
221.56218	1.892885	41.2371	3.73	0.654
268.38201	56.872643	34.5066	3.73	1.04
325.368795	-77.390046	21.1999	3.73	2.098
343.15365	-7.579599	118.0638	3.73	-1.631
27.86514	-10.335038	72.0461	3.74	-0.548
245.48007	19.15313	59.0667	3.74	-0.117
318.697755	38.045317	20.3417	3.74	2.198
136.03872	-47.097737	91.8274	3.75	-1.065
266.973165	2.707276	31.5159	3.75	1.257
83.406315	-62.489825	308.642	3.76	-3.687
87.830355	-20.879089	34.8675	3.76	1.048
97.204455	-7.033062	207.4689	3.76	-2.825
286.17075	-21.741496	43.554	3.76	0.565
292.42647	51.729779	37.2024	3.76	0.907
337.822725	50.282491	31.4564	3.76	1.271
42.674175	55.895496	269.5418	3.77	-3.383
56.29848	42.578549	170.6485	3.77	-2.391
65.733705	17.542514	47.7099	3.77	0.377
84.686535	-2.600069	328.9474	3.77	-3.816
126.434265	-66.13689	32.9707	3.77	1.179
130.156545	-46.648744	100000	3.77	-16.23
252.4464	-59.041378	91.7431	3.77	-1.043
309.909525	15.912072	77.821	3.77	-0.685
321.66678	-22.411332	118.2033	3.77	-1.593
331.752705	25.345112	11.7261	3.77	3.424
107.18682	-70.498932	42.8633	3.78	0.62
111.431685	27.79808	36.9004	3.78	0.945
147.748005	59.038735	35.6379	3.78	1.02
163.373385	-58.853171	29.129	3.78	1.458
220.2873	13.7283	53.8793	3.78	0.123
311.91897	-9.495776	63.6943	3.78	-0.241
47.37387	44.857544	34.5662	3.79	1.097
163.32789	34.214871	29.0867	3.79	1.472
48.018735	-28.987618	14.2369	3.8	3.033
114.70779	-26.803836	106.2699	3.8	-1.332
233.700615	10.538867	69.9301	3.8	-0.423
289.2756	53.368459	38.0662	3.8	0.897
303.40794	46.741329	271.0027	3.8	-3.365
68.88768	-30.562341	65.5738	3.81	-0.274
156.969735	-58.739403	411.5226	3.81	-4.262
235.685715	26.295637	44.7828	3.81	0.554
354.39084	46.458152	26.4061	3.81	1.701
30.511755	2.763759	46.1681	3.82	0.498
139.711035	36.802597	38.2702	3.82	0.906
172.851105	69.331076	102.145	3.82	-1.226
247.728435	1.983923	53.0786	3.82	0.195
264.866205	46.006332	139.47	3.82	-1.902
156.52263	-16.83629	71.7875	3.83	-0.45
209.56779	-42.100753	161.0306	3.83	-2.205
221.965515	-79.044751	136.9863	3.83	-1.853
56.048895	-64.806903	29.8597	3.84	1.465
56.07972	32.288248	343.6426	3.84	-3.841
67.14372	15.962181	47.3261	3.84	0.464
133.761855	-60.644609	98.0392	3.84	-1.117
158.202795	9.306586	100000	3.84	-16.16
159.325755	-48.22562	26.8384	3.84	1.696
188.11701	-72.132988	99.6016	3.84	-1.151
271.88562	28.762488	103.6269	3.84	-1.237
273.44088	-21.058834	100000	3.84	-16.16
297.04275	70.26793	45.3721	3.84	0.556
63.500445	-42.294368	35.2609	3.85	1.114
86.821185	-51.066514	19.4401	3.85	2.407
95.52846	-33.4364	71.736	3.85	-0.429
153.684105	-42.121942	31.0752	3.85	1.388
188.37087	69.788238	150.3759	3.85	-2.036
189.42591	-48.541304	40.2414	3.85	0.827
239.11323	15.661617	11.2537	3.85	3.594
275.924505	21.769752	36.4697	3.85	1.04
278.801775	-8.244073	61.0501	3.85	-0.078
14.188275	38.499345	39.7772	3.86	0.862
69.5451	-14.30402	33.6814	3.86	1.223
82.803135	-35.470519	80.7103	3.86	-0.675
243.859455	-63.685682	186.2197	3.86	-2.49
248.364135	-78.897148	47.9157	3.86	0.458
269.06325	37.250539	230.9469	3.86	-2.958
335.41407	-1.387331	50.2008	3.86	0.356
56.456685	24.367748	117.5088	3.87	-1.48
131.50686	-46.041527	568.1818	3.87	-4.902
209.669805	-44.803584	131.0616	3.87	-1.717
220.765095	-5.658207	18.2715	3.87	2.561
239.221155	-29.214073	144.7178	3.87	-1.933
298.118205	1.005661	423.7288	3.87	-4.265
2.35254	-45.747426	44.2087	3.88	0.652
28.38255	19.293852	50.3018	3.88	0.372
148.19097	26.006951	38.0518	3.88	0.978
227.98377	-48.737819	55.1876	3.88	0.171
347.5896	-45.246711	56.1798	3.88	0.132
44.10687	-8.898144	41.8585	3.89	0.781
103.533135	-24.184211	100000	3.89	-16.11
138.591075	2.31428	34.7947	3.89	1.182
184.97649	-0.666803	81.367	3.89	-0.662
299.07657	35.083424	41.3736	3.89	0.806
144.964005	-1.14281	80.7103	3.9	-0.635
170.251755	-54.491019	109.6491	3.9	-1.3
202.761075	-39.407307	277.7778	3.9	-3.318
60.78909	5.989305	35.8551	3.91	1.137
126.41514	-3.906424	37.5094	3.91	1.039
187.009965	-50.230635	126.2626	3.91	-1.596
226.279545	-47.051245	135.8696	3.91	-1.756
233.881575	-14.789537	50.025	3.91	0.414
244.935165	46.313366	94.2507	3.91	-0.961
255.072405	30.926405	47.5285	3.92	0.535
290.418165	-17.847197	38.9257	3.92	0.969
318.955965	5.247845	58.3431	3.92	0.09
6.55074	-43.679829	23.8095	3.93	2.046
22.812765	-49.072702	43.573	3.93	0.734
43.564425	52.762479	77.9423	3.93	-0.529
69.079755	-3.352459	207.0393	3.93	-2.65
115.45506	-72.606098	43.2339	3.93	0.751
167.147475	-58.975037	100000	3.93	-16.07
241.70178	-20.669192	144.5087	3.93	-1.869
270.16131	2.931568	377.3585	3.93	-3.954
17.09613	-55.24576	91.5751	3.94	-0.869
115.31181	-9.551131	45.3104	3.94	0.659
115.95195	-28.954826	100000	3.94	-16.06
131.17125	18.154309	40.032	3.94	0.928
314.293395	41.167136	114.8106	3.94	-1.36
30.85902	72.421294	48.1696	3.95	0.536
99.170985	-19.255879	19.7511	3.95	2.472
200.98494	54.920471	24.1546	3.95	2.035
62.165355	47.712513	146.1988	3.96	-1.865
89.78667	-42.815135	144.7178	3.96	-1.843
135.160275	41.782911	16.0694	3.96	2.93
137.819775	-62.316977	166.3894	3.96	-2.146
290.659545	-44.458965	96.1538	3.96	-0.955
290.971545	-40.61594	55.7414	3.96	0.229
303.868005	47.714208	324.6753	3.96	-3.597
350.74263	-20.10058	50.1002	3.96	0.461
66.009195	-34.016846	90.8265	3.97	-0.821
87.87249	39.14848	70.6215	3.97	-0.275
109.20762	-67.957152	226.2443	3.97	-2.803
130.025595	-35.308352	127.551	3.97	-1.558
182.91303	-52.36846	116.144	3.97	-1.355
237.73974	-33.627165	59.8444	3.97	0.085
300.147675	-72.910504	32.2165	3.97	1.43
337.317375	-43.495565	94.8767	3.97	-0.916
341.632815	23.565654	111.9821	3.97	-1.276
59.74125	35.791033	381.6794	3.98	-3.928
323.49525	45.591837	37.8931	3.98	1.087
30.00126	-21.077831	89.7666	3.99	-0.776
93.71388	-6.274776	152.6718	3.99	-1.929
156.09888	-74.031612	16.2232	3.99	2.939
201.306195	54.987958	25.0564	3.99	1.995
349.35747	-58.235734	23.0574	3.99	2.176
135.611655	-66.396076	38.2995	4	1.084
170.98104	10.529509	23.6742	4	2.129
242.99889	-19.460708	145.3488	4	-1.812
25.915125	50.688732	220.2643	4.01	-2.705
71.375625	-3.254657	160	4.01	-2.011
106.027215	20.570297	421.9409	4.01	-4.116
108.702735	-26.772667	279.3296	4.01	-3.221
220.48998	-37.793498	103.9501	4.01	-1.074
240.47298	58.565251	21.0349	4.01	2.395
244.960305	-50.155508	39.4789	4.01	1.028
280.7589	-71.428113	66.9792	4.01	-0.12
307.34889	30.368555	235.8491	4.01	-2.853
132.63306	-27.709844	63.5728	4.02	0.004
182.103375	-24.728875	14.9365	4.02	3.149
284.905665	15.068298	47.5059	4.02	0.636
285.42012	-5.739115	44.1306	4.02	0.796
34.328595	33.847194	34.4353	4.03	1.345
75.85455	60.442245	267.3797	4.03	-3.106
131.67426	28.759898	101.5228	4.03	-1.003
193.6485	-57.177924	127.0648	4.03	-1.49
271.363695	2.500099	5.0834	4.03	5.499
308.303205	11.303263	101.3171	4.03	-0.998
359.827875	6.863321	31.9898	4.03	1.505
62.966415	-6.837581	37.3134	4.04	1.181
176.46483	6.529376	90.0901	4.04	-0.733
216.299505	51.850744	14.5307	4.04	3.229
338.83908	-0.117498	51.4668	4.04	0.482
47.265075	49.613278	10.5407	4.05	3.936
124.630545	-76.919722	19.5618	4.05	2.593
131.099805	-42.649276	70.1754	4.05	-0.181
170.28414	6.029322	67.4764	4.05	-0.096
207.369345	15.797905	80.7754	4.05	-0.486
215.139345	-37.885295	79.3651	4.05	-0.448
219.47181	-49.425828	96.8992	4.05	-0.882
342.39792	-13.592632	97.371	4.05	-0.892
74.092815	13.514466	57.0125	4.06	0.28
113.98062	26.895741	83.0565	4.06	-0.537
171.22053	-17.68401	25.2398	4.06	2.05
184.393755	-67.960736	92.4214	4.06	-0.769
184.60947	-64.003071	109.6491	4.06	-1.14
220.91436	-35.173655	64.2261	4.06	0.021
254.896035	-53.160438	110.6195	4.06	-1.159
214.00362	-6.000547	22.237	4.07	2.335
227.21091	-45.279857	238.0952	4.07	-2.814
229.378755	-58.801208	30.553	4.07	1.645
337.292745	58.415198	265.252	4.07	-3.048
11.834715	24.267178	58.0046	4.08	0.263
35.43747	-68.659418	42.8266	4.08	0.921
39.87066	0.328511	199.2032	4.08	-2.416
45.597945	-23.624472	27.1739	4.08	1.909
103.547505	-12.038628	79.9361	4.08	-0.434
143.611065	-59.229753	406.5041	4.08	-3.965
164.94366	-18.298783	48.8043	4.08	0.638
283.833735	43.946088	91.4077	4.08	-0.725
316.48677	-17.232861	49.7265	4.08	0.597
320.52165	19.804508	47.7783	4.08	0.684
84.22662	9.290673	36.0231	4.09	1.307
237.184905	18.141564	117.096	4.09	-1.253
24.199485	41.405459	13.4916	4.1	3.45
41.04951	49.228448	11.1272	4.1	3.868
117.30957	-46.373205	505.0505	4.1	-4.417
277.207575	-49.070588	38.6997	4.1	1.161
